numprocesso,objeto,orgao,adesao_ata_srp-2023__qtd_registros,alteracoes_ata_srp-2023__qtd_registros,contratos-2023__qtd_registros,empresas_participantes-2023__qtd_registros,itens-2023__qtd_registros,lotes-2023__qtd_registros,orgaos_participantes-2023__qtd_registros,publicidade-2023__qtd_registros,anomaly_score,is_anomalous
404,"Contratação de serviço de reforma/readequação, com fornecimento de materiais, com garantia contra defeitos por 12 meses, de câmara fria tripla conjugada instalada no Centro de Medicamentos do Paraná CEMEPAR",SESA-FUNSAUDE-Fundo Estadual de Saúde do Paraná - FUNSAUDE,,21.0,1.0,32.0,31.0,31.0,30.0,1.0,-0.1182937104398683,0
407,"Aquisição de combustíveis de aviação Querosene  JET A ou JET A1 e Gasolina - AVGAS para o Batalhão de Polícia Militar de Operações Aéreas BPMOA e para o Grupamento de Operações Aéreas da Polícia Civil do Paraná GOA, para fornecimento na cidade de Curitiba/PR",SESP-Secretaria de Estado da Segurança Pública,1.0,18.0,2.0,13.0,10.0,13.0,10.0,1.0,-0.020519625755230697,0
410,"A presente licitação tem por objeto a contratação de escola de aviação civil, especializada e homologada junto à Agência Nacional de Aviação Civil, para ministrar curso prático de Piloto
Privado de Helicóptero PPH e curso teórico de Piloto Comercial de Helicóptero PCH/IFR, com o objetivo de capacitar os novos Oficiais do Batalhão de Polícia Militar de Operações Aéreas BPMOA para o desempenho das funções de segundo piloto em comando e coordenador de operações aéreas.",SESP-Secretaria de Estado da Segurança Pública,,,1.0,6.0,10.0,8.0,,3.0,-0.17827394965824805,0
422,"O objeto desta licitação é a contratação integrada de empresa especializada para prestação de serviços técnicos de engenharia e/ou arquitetura, para elaboração de projetos básico ND 350, legal e executivo ND400 de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built ND500 e execução da obra da Unidade Nova Escolar Bairro Fraron, sito à Rua Maria Madalena Tatto, s/n, Bairro Fraron, CEP 85.503-326, fone do NRE de Pato Branco 46 3220-5300, no Município de Pato Branco, no Estado do Paraná. Os projetos deverão ser desenvolvidos em plataforma BIM Building Information Modeling e garantir o atendimento mínimo do Nível Global de Empreendimento muito bom para a Certificação AQUA-HQE TM HQE ou Nível GOLD para o LEED BC C Escolas.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,2.0,2.0,,1.0,-0.15911621248133218,0
425,Contratacao de empresa especializada para prestacao de servicos sob demanda de infraestrutura de cabeamento de rede logica cabeamento de rede telefonica cameras de circuito interno de televisao -CFTV- equipamentos de controle de acesso com fornecimento de materiais e equipamentos de rede de dados compreendendo instalacao remocao ampliacao remanejamento manutencao preventiva e corretiva testes de funcionalidade durante o prazo de 12 -doze- meses em sistema de registro de precos,APPA-Administração dos Portos de Paranaguá e Antonina,12.0,10.0,15.0,12.0,18.0,19.0,53.0,1.0,-0.09767066683728659,0
427,"Contratação através de Sistema de Registro de Preços de empresa especializada para prestação de serviços de pavimentação asfáltica em CBUQ - Concreto Betuminoso Usinado a Quente - para manutenção viária nas áreas sob responsabilidade dos Portos do Paraná incluindo fornecimento de materiais, mão de obra e equipamentos pelo prazo de 12 meses",APPA-Administração dos Portos de Paranaguá e Antonina,,,,11.0,12.0,13.0,12.0,2.0,-0.16580973337183968,0
443,"O objeto desta licitação é a contratação integrada de empresa especializada para prestação de serviços técnicos de engenharia e/ou arquitetura, para elaboração de projetos básico ND 350, legal e executivo ND400 de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built ND500 e execução da obra da Unidade Nova Escolar Colégio Estadual Domingos Francisco Zardo, sito à Rua Rachel de Queiroz, s/n, Moradia Parque das Glicíneas, CEP 85.950-000, fone do NRE de Toledo 45 3379-7200, no Município de Palotina, no Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,,1.0,1.0,2.0,2.0,,2.0,-0.14927545958747734,0
448,"Execução dos serviços de manutenção e conservação de 82,580 km de vias rurais não pavimentadas, da malha rodoviária da área 02, sob jurisdição da Superintendência Regional Leste, de acordo com o estabelecido no Edital e demais documentos da licitação.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,1.0,1.0,9.0,9.0,32.0,3.0,-0.12008725388302449,0
452,Aquisicao através de SISTEMA DE REGISTRO DE PRECOS de componentes para transportadores de corrente Redler para atendimento as necessidades de manutencao do Silo Público da Administracao dos Portos de Paranagua e Antonina por um periodo de 12 doze meses conforme justificativas normas e  especificacoes técnicas constantes do Termo de referencia edital e demais anexos,APPA-Administração dos Portos de Paranaguá e Antonina,,,1.0,4.0,65.0,6.0,10.0,7.0,-0.08447069464214746,0
453,"Contratacao de empresa especializada em manutenção de aparelhos condicionadores de ar da UNIOESTE-Campus de Foz do Iguaçu, incluindo material e mao-de-obra troca de compressores e reposição de gás",UNIOESTE FOZ-Universidade Estadual do Oeste do Paraná - Campus Foz do Iguaçu,,,6.0,14.0,25.0,25.0,,4.0,-0.14599015987920044,0
459,"Aquisição de 1.200 litros de Nitrogênio Líquido, atendendo a demanda de abastecimento de botijões para manutenção de células e vírus utilizados no CDME, para atendimento aos programas de saúde animal e manutenção dos diagnósticos ofertados nos escopos de acreditação e credenciamento ISO 17.025 do Centro de Diagnóstico Marcos Enrietti CDME, conforme Memorando 026 2023 GLAB e especificações técnicas, qualitativas e quantitativas presentes no Termo de Referência 003 2023  GLAB DDA ADAPAR.",ADAPAR-Agência de Defesa Agropecuária do Paraná,,,1.0,1.0,2.0,2.0,,1.0,-0.1560963479591796,0
464,"Contratação de empresa especializada em serviço de manutenção preventiva, corretiva e emergencial no grupo gerador de energia do Posto de Fiscalização do Trânsito Agropecuário de Campina Grande do Sul, Paraná, com fornecimento de insumos, materiais, peças e mão de obra especializada, por um período de 12 meses, conforme descrito no Termo de Referência nº 001 202  URS Curitiba.",ADAPAR-Agência de Defesa Agropecuária do Paraná,,,1.0,1.0,2.0,2.0,,2.0,-0.17903262041965773,0
476,"Contratação de empresa especializada para a Manutenção Preventiva e Corretiva, em Média e Baixa Tensão, referente à Subestação de Energia Elétrica do Edifício Sede da Secretaria de Estado da Fazenda do Paraná, incluindo Inspeção Termográfica e Análise de Energia.",SEFA-Secretaria de Estado da Fazenda,,,2.0,2.0,2.0,2.0,,5.0,-0.1734054830155194,0
478,"Aquisicao de 50 bebedouros de mesa, tipo eletrico, para agua natural e gelada, com entrega parcelada, em atendimento as necessidades da Administracao dos Portos de Paranagua e Antonina",APPA-Administração dos Portos de Paranaguá e Antonina,,,2.0,2.0,2.0,2.0,,2.0,-0.17541352983942088,0
480,"Execução dos serviços de manutenção e conservação de 63,97 km de vias rurais não pavimentadas, da malha rodoviária da área 03, sob jurisdição da Superintendência Regional Leste.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,2.0,2.0,2.0,2.0,,2.0,-0.15253442047423743,0
483,"Contratação de empresa especializada para prestação de serviço de Security Operations Center -SOC, sem dedicação exclusiva de mão de obra, compreendendo a operacionalização do monitoramento do ambiente tecnológico do TCEPR, bem como resposta e recuperação dos incidentes de segurança da informação, conforme termo de referência.",TCEPR-Tribunal do Contas do Estado do Paraná,,,4.0,4.0,4.0,4.0,,4.0,-0.17120189373034606,0
494,"O objeto desta licitação é a contratação integrada de empresa especializada para prestação de serviços técnicos de engenharia e/ou arquitetura, para elaboração de projetos básico ND 350, legal e executivo ND400 de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built ND500 e execução da obra da Unidade Nova Escolar Iolando Taques da Fonseca, sito à Rua Professor Fábio Fanucchi, s/n, esquina com a Rua Padre Rafael Romão, CEP 84.071-220, fone do NRE de Ponta Grossa 42 3219-5400, no Município de Ponta Grossa, no Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,33.0,,92.0,5.0,6.0,6.0,95.0,3.0,0.004608488968690261,1
504,"Contratação de empresa para prestação de serviços contínuos de manutenção preventiva e corretiva com fornecimento de peças, para os aparelhos de ar condicionado e do sistema VRV/VRF MUIT V5 evaporadoras e condensadoras do Centro Previdenciário de Curitiba - Blocos A e B",PRPREV-Serviço Social Autônomo PARANAPREVIDENCIA,,,10.0,27.0,44.0,44.0,,4.0,-0.08454644750858947,0
516,"Contratação de empresa especializada em manutenção preventiva e corretiva, com fornecimento de peças, para os equipamentos de Raios-X",UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná,,,3.0,57.0,55.0,57.0,,2.0,-0.057667741125173866,0
519,Contratação do serviço de manutenção preventiva e corretiva para os equipamentos de Raios X fixo Digital e para o Tomógrafo do Hospital Universitário Materno Infantil  HUMAI,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,,,2.0,3.0,3.0,3.0,,2.0,-0.18603545292570778,0
535,"Prestaçao de serviços comuns de manutençao predial, incluidas redes eletrica, hidraulica, logica e telefonia, com fornecimento dos materiais necessarios a completa execução dos serviços",SESP-Secretaria de Estado da Segurança Pública,,,10.0,4.0,4.0,5.0,,1.0,-0.1504463145541488,0
536,"CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇO DE LOCAÇÃO DE EQUIPAMENTO DE TOMOGRAFIA COMPUTADORIZADA, CONTEMPLANDO A INSTALAÇÃO, TRANSPORTE, SERVIÇOS DE MANUTENÇÕES PREVENTIVAS E CORRETIVAS E, FUTURA DESINSTALAÇÃO.",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,2.0,3.0,2.0,3.0,,4.0,-0.1776823188991123,0
545,"CONTRATAÇÃO DE SERVIÇOS DE ELABORAÇÃO DE PROJETO ARQUITETÔNICO DE AS BUILT E PTPID - PROJETO TÉCNICO DE PREVENÇÃO A INCÊNDIO E DESASTRES, para atender a demanda do Hospital Infantil Waldemar Monastier.",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,3.0,7.0,33.0,7.0,,1.0,-0.16166409353408168,0
550,A presente licitação tem por objeto a contratação de empresa homologada pela Agência Nacional de Aviação Civil ANAC para prestação de serviço de pintura em 02 dois helicopteros Eurocopter modelo EC 130 B4 matriculas PR-ECB e PR-BOP conforme a padronização das aeronaves da Polícia Militar do Parana,SESP-Secretaria de Estado da Segurança Pública,,,2.0,1.0,5.0,5.0,,2.0,-0.157210865621295,0
553,"O objeto desta licitação é a contratação integrada de empresa especializada para prestação de serviços técnicos de engenharia e/ou arquitetura, para elaboração de projetos básico ND 350, legal e executivo ND400 de arquitetura, projetos complementares de engenharia, aprovação nos órgãos competentes, As Built ND500 e execução da obra da Unidade Nova Escolar Jardim Holandês, sito à Rua Juri Danilenko, 4155, Bairro Jardim Holandês, Fone do NRE Área Metropolitana Norte 41 3251-6500, no Município de Piraquara, no Estado do Paraná.",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,,3.0,1.0,4.0,4.0,4.0,3.0,1.0,-0.11539731554918392,0
555,"CONTRATAÇÃO DE ATUALIZAÇÃO DE PROJETOS COMPLEMENTARES DE REFORMA E AMPLIAÇÃO, VISANDO A EXECUÇÃO DA AMPLIAÇÃO, A LEGALIZAÇÃO SANITÁRIA, A MODERNIZAÇÃO E A REESTRUTURAÇÃO FÍSICA DO HOSPITAL REGIONAL DO SUDOESTE.",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,5.0,4.0,4.0,3.0,,1.0,-0.17555870527867262,0
558,Aquisição de  peça e acessórios destinados a manutenção para diversos tipos de equipamentos biomédicos.,UNIOESTE HUOP-Universidade Estadual do Oeste do Paraná - Hospital Universitário do Oeste do Paraná,,,3.0,5.0,16.0,16.0,,2.0,-0.16199465070819857,0
563,Contratação de empresa especializada para execução dos serviços de engenharia de reparos na 20ª Ciretran de Umuarama.,DETRAN-Departamento de Trânsito do Estado do Paraná,,3.0,1.0,2.0,4.0,2.0,3.0,4.0,-0.16483285721348306,0
564,Contratação de empresa especializada para execução dos serviços de engenharia de reparos na 46ª Ciretran de Cidade Gaúcha.,DETRAN-Departamento de Trânsito do Estado do Paraná,,,2.0,2.0,2.0,2.0,,10.0,-0.15800889459633166,0
569,Contratação de empresa especializada para execução dos serviços de engenharia de reparos na 90ª Ciretran de Nova Aurora.,DETRAN-Departamento de Trânsito do Estado do Paraná,,,1.0,1.0,4.0,2.0,,5.0,-0.1764546045223156,0
572,"Contratação de empresa especializada para execução dos serviços de engenharia de reparos na 45ª Ciretran, no município de Nova Londrina.",DETRAN-Departamento de Trânsito do Estado do Paraná,,,1.0,2.0,2.0,2.0,,1.0,-0.16609969520461615,0
574,"Prestação de serviços de limpeza, higienização, manutenção preventiva e corretiva em aparelhos de ar condicionado.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,,,,8.0,5.0,5.0,2.0,1.0,-0.1818738425493998,0
578,"Contratação de empresa especializada e qualificada, para prestação de serviço de locação de equipamento de tomografia computadorizada, contemplando a instalação, transporte, serviços de manutenções preventivas e corretivas, adequações físicas e futura desinstalação",FUNEAS-Fundação Estatal de Atenção em Saúde do Estado do Paraná,,,2.0,2.0,2.0,2.0,,1.0,-0.17963316165777965,0
584,"Contratação de empresa especializada para monitoramento e a manutençao da agua do poço artesiano e serviços de higienizaçao e desinfecçao bacteriologica dos reservatorios da caixa d agua, para atender as necessidades e abastecimentos de agua potavel da unioeste campus de cascavel",UNIOESTE CASC-Universidade Estadual do Oeste do Paraná - Campus Cascavel,,,2.0,5.0,3.0,5.0,,2.0,-0.18155700258560808,0
586,"Contratação de empresa especializada para execução dos serviços de engenharia de sinalização viária urbana em diversos municípios do Estado do Paraná - Assis, Mandaguaçu, Mal. C. Rondon e Piên",DETRAN-Departamento de Trânsito do Estado do Paraná,,,4.0,6.0,14.0,5.0,,3.0,-0.14479931455686712,0
587,Contratação de empresa especializada para execução dos serviços de engenharia de sinalização viária urbana em diversos municípios do Estado do Paraná.,DETRAN-Departamento de Trânsito do Estado do Paraná,,,9.0,9.0,19.0,13.0,,5.0,-0.1400454044121892,0
589,Contratação de empresa especializada na prestação de assistência técnica e manutenção preventiva e corretiva em sistema de climatização para o Hospital Universitário Regional dos Campos Gerais,UEPG-HURCG-Hospital Universitário Regional dos Campos Gerais,,,2.0,2.0,2.0,2.0,,2.0,-0.18798872589186633,0
592,Contratação de empresa especializada para execução dos serviços de engenharia de sinalização viária urbana em diversos municípios.,DETRAN-Departamento de Trânsito do Estado do Paraná,,,10.0,10.0,10.0,10.0,,2.0,-0.13640479234670194,0
598,"Contratação de empresa especializada para execução dos serviços de engenharia de reparos no Bloco A, Copa e estacionamento Sede do Detran.",DETRAN-Departamento de Trânsito do Estado do Paraná,,6.0,1.0,8.0,7.0,10.0,6.0,6.0,-0.1487943730329342,0
603,contratação de empresa especializada para execução dos serviços de engenharia de reparos na 18ª Ciretran de Nova Esperança.,DETRAN-Departamento de Trânsito do Estado do Paraná,,,21.0,56.0,60.0,60.0,,10.0,0.006226260740480938,1
605,"Contratação de empresa de engenharia para adequação de edificação no Parque Universitário da UENP, visando a implantação do escritório da Agência de Desenvolvimento Regional Sustentável e de Inovação  AGEUNI.",UENP-Universidade Estadual do Norte do Paraná,,,1.0,1.0,3.0,2.0,,5.0,-0.17744682933611272,0
608,"Contratação de empresa especializada para execução dos serviços de engenharia de reparos nas coberturas de policarbonato de acesso ao atendimento do Bloco D, bem como, na cobertura circunvizinha aos Blocos B/C.",DETRAN-Departamento de Trânsito do Estado do Paraná,,,3.0,6.0,6.0,6.0,,5.0,-0.1569233006662289,0
609,Aquisição de material de manutenção predial para as unidades da UENP.,UENP-Universidade Estadual do Norte do Paraná,,,3.0,8.0,194.0,8.0,,2.0,-0.08163407610605672,0
611,Contratação de empresa especializada para execução dos serviços de engenharia de reparos na 15ª Ciretran de Apucarana.,DETRAN-Departamento de Trânsito do Estado do Paraná,,,2.0,2.0,2.0,2.0,,2.0,-0.18168839202078513,0
612,"Contratação de empresa especializada para execução dos serviços de engenharia de reparos na 12ª Ciretran, de Londrina.",DETRAN-Departamento de Trânsito do Estado do Paraná,9.0,56.0,,54.0,57.0,60.0,252.0,1.0,-0.04277396290098978,0
