numprocesso;ano;modalidade;nrlote;caracteristicas;situacao;valor_estimado;valor_ou_desconto_homologado;cpf_cnpj_vencedor;nome_razaosocial_vencedor
211;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;AMPLA - BALANÇA ELETRÔNICA LINHA INDUSTRIAL PISO/PLATAFORMA , COM CAPACIDADE DE PESAGEM 300KG, DIVISÃO MÍNIMA 100G, INDICADOR DIGITAL DE PESO, REMOTO, COM BATERIA INTERNA PARA OPERAÇÃO APROX. 30 HORAS SEM ENERGIA , PLATAFORMA DIMENSÕES 60X 50CM, PISO COBERTURA DA PLATAFORMA EM AÇO CARBONO, ACOMPANHA COLUNA PARA APOIO DO INDICADOR DE PESO COM 50CM DE ALTURA. ;Homologado;5820.00;4479.96;23217514000107;HUBNET E-COMMERCE LTDA - ME.
211;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;AMPLA - BALANÇA ELETRÔNICA QUADRADA, DE PISO, BAIXO PERFIL, COM CONTROLADOR DIGITAL, CAPACIDADE MINIMA DE 500 KG. ;Fracassado;5146.48;;;
211;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;AMPLA - BALANÇA PEDIÁTRICA DIGITAL ELETRÔNICA, ESTRUTURA EM PLÁSTICO MOLDADO À VÁCUO, COM BASE EM CHAPA DE AÇO, CAPACIDADE MÁXIMA DE 15KG, DIVISÕES DE 5 G., CONCHA ANATÔMICA EM POLIPROPILENO APROXIMADAMENTE 540 X 300MM INJETADA, ANTIGERMES, PÉS REGULÁVEIS, FUNÇÃO TARA, POSSIBILIDADE DE TARA ATÉ 9.895G, DISPLAY COM 5 DÍGITOS, CHAVE SELETORA DE TENSÃO DE 110/220V. ;Homologado;21600.00;14553.00;23217514000107;HUBNET E-COMMERCE LTDA - ME.
211;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;AMPLA - COMPASSO PARA MEDIR DOBRAS CUTANEAS PLICÔMETRO/ADIPÔMETRO , CORPO DE METAL, TERMINAIS PLASTICOS MOVEIS, ESCALA DE 0 - 60MM, RESOLUCAO DE 1,0MM, PRESSAO CONSTANTE DE 10G/MM2, ACOMPANHA 1 FITA METRICA, 1 CANETA DERMOGRAFICA, MANUAL DE INSTRUCAO EM PORTUGUES COM ILUSTRACOES, TABELAS DE CONVERSAO E REFERENCIAS BIBLIOGRAFICAS E MALETA EXCLUSIVA PARA CONSERVACAO E TRANSPORTE, PESO APROXIMADO, 500G. ;Homologado;1323.06;1226.00;03919932000120;Muniz & Rocha Ltda
211;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;AMPLA - ESTADIÔMETRO / RÉGUA ANTROPOMÉTRICA NEONATAL ;Homologado;3520.00;1903.00;12287498000102;POLUX COMERCIAL LTDA
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;17608.20;;07590023000142;Hand life suprimentos medicos e fisioterapicos ltda
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;1530.00;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;1763.70;;07422196000151;Vitalli Comercio e Importacao LTDA
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;240.50;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;274.00;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;149.50;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;167.55;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;117.50;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;796.80;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;306.25;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;2325.00;;07590023000142;Hand life suprimentos medicos e fisioterapicos ltda
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;2325.00;;07590023000142;Hand life suprimentos medicos e fisioterapicos ltda
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);13;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;1279.20;;07590023000142;Hand life suprimentos medicos e fisioterapicos ltda
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);14;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;1279.20;;07590023000142;Hand life suprimentos medicos e fisioterapicos ltda
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);15;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;219.92;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);16;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;380.00;;43235370000110;LICITAFISIO COMÉRCIO DE PRODUTOS MÉDICOS E HOSPITALARES LTDA
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);17;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;521.28;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);18;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;419.40;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);19;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;426.40;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);20;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;61.04;;34386298000131;PLUS SPORT COMERCIO DE ARTIGOS ESPORTIVOS LTDA.
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);21;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;88.54;;34386298000131;PLUS SPORT COMERCIO DE ARTIGOS ESPORTIVOS LTDA.
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);22;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;99.68;;34386298000131;PLUS SPORT COMERCIO DE ARTIGOS ESPORTIVOS LTDA.
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);23;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;233.10;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);24;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;85.44;;34386298000131;PLUS SPORT COMERCIO DE ARTIGOS ESPORTIVOS LTDA.
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);25;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;160.62;;34386298000131;PLUS SPORT COMERCIO DE ARTIGOS ESPORTIVOS LTDA.
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);26;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;292.92;;34386298000131;PLUS SPORT COMERCIO DE ARTIGOS ESPORTIVOS LTDA.
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);27;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;92.96;;43235370000110;LICITAFISIO COMÉRCIO DE PRODUTOS MÉDICOS E HOSPITALARES LTDA
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);28;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;175.18;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);29;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;1649.20;;43235370000110;LICITAFISIO COMÉRCIO DE PRODUTOS MÉDICOS E HOSPITALARES LTDA
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);30;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;208.85;;05586495000104;5 ELEMENTOS COMERCIO DE PRODUTOS TERAPEUTICOS LTDA
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);31;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;141.87;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);32;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;534.80;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);33;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;623.72;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);34;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;135.54;;07422196000151;Vitalli Comercio e Importacao LTDA
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);35;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;755.50;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);36;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Fase Certame;279.00;;;
212;2025;Pregão Eletrônico (Lei Federal 14.133/2021);37;Aquisição de materiais para fisioterapia e fonoaudiologia para atender a demanda do Complexo Hospitalar da Universidade Estadual de Ponta Grossa. ;Homologado;6288.00;;47504653000171;CAFAYATE COMERCIAL LTDA
213;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;"Contratação de empresa especializada em Tecnologia da Informação para o Fornecimento de sistema de infraestrutura integrada de missão crítica para hiperconvergência, composta por processamento, armazenamento, virtualização VMware, rede de dados e gerenciamento, com serviços de instalação, configuração, migração, testes, ativação, operação assistida,
garantia e suporte técnico 24x7, serviços técnicos especializados em hardware e software, materiais e componentes de infraestrutura e aparelhamento - logico, elétrico e físico, conforme requisitos e especificaçoes técnicas constantes no ANEXO I - Termo de Referência e seus apêndices/anexos.";Homologado;;;03535902000978;DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA
213;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Contratação de empresa especializada em Tecnologia da Informação para o Fornecimento de appliance de banco de dados Oracle Exadata versão X10M (ou superior) High Capacity Quarter Rack, incluindo os serviços de garantia e suporte técnico 24x7 prestados pelo fabricante para os equipamentos, serviços técnicos especializados de migração de banco de dados para a nova solução, materiais e componentes de infraestrutura e aparelhamento - logico, elétrico e físico, conforme requisitos e especificaçoes constantes deste Termo de Referência e seus apêndices/anexos.;Homologado;;;07268152000461;VS DATA COMERCIO & DISTRIBUICAO LTDA
214;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;LOTE 1, Contratação de empresa para fornecimento de COFFEE BREAK/LANCHE nas atividades institucionais da Unioeste/Campus Toledo, para o período de 24 meses.;Homologado;359101.00;331426.00;34652187000120;RKV ALIMENTOS LTDA
214;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;LOTE 2, Contratação de empresa para fornecimento de COFFEE BREAK/LANCHE em atividades institucionais da Unioeste/Campus Toledo, na realização do 1º INTEGRA Unioeste, data pré-agendada para os dias 03/11/2025 à 07/11/2025, evento que reunirá outros cinco eventos de pesquisa, ensino e extensão. ;Homologado;165800.00;135000.00;45549407000100;GIACOMINI E CARVALHO LTDA
215;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;ENDOPROTESE;Homologado;124113.40;124113.40;14230780000170;LIVE MEDICAL COMERCIO, IMPORTACAO E EXPORTACAO LTDA
215;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;PLACA MINIMICRO 2,0 E 1,5;Homologado;353444.91;353444.91;08365527000121;NEOORTHO PRODUTOS ORTOPEDICOS S.A. 
215;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;PLACA MINIMICRO 2,0 E 1,5;Homologado;353444.91;353444.91;08365527000121;NEOORTHO PRODUTOS ORTOPEDICOS S.A. 
215;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;PLACA MINIMICRO 2,0 E 1,5;Homologado;353444.91;353444.91;08365527000121;NEOORTHO PRODUTOS ORTOPEDICOS S.A. 
215;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;PLACA MINIMICRO 2,7;Fracassado;209288.32;;;
215;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;PLACA BLOQUEADA DE RECONSTRUÇÃO BACIA 3,5;Homologado;195212.80;195212.80;08365527000121;NEOORTHO PRODUTOS ORTOPEDICOS S.A. 
215;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;PLACA BLOQUEADA DE RECONSTRUÇÃO BACIA 3,5;Homologado;195212.80;195212.80;08365527000121;NEOORTHO PRODUTOS ORTOPEDICOS S.A. 
215;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;PLACA BLOQUEADA DE RECONSTRUÇÃO BACIA 3,5;Homologado;195212.80;195212.80;08365527000121;NEOORTHO PRODUTOS ORTOPEDICOS S.A. 
216;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Banho maria, USO Pasteurização de leite humano;Fase Certame;96413.36;;;
216;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Banho maria, USO Aquecimento de leite humano;Fase Certame;6487.35;;;
216;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Extrator de leite;Fase Certame;103435.84;;;
216;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Centrífuga Microprocessada para Microtubos microhematocrito;Fase Certame;22333.59;;;
216;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Deionizador de Água;Fase Certame;3209.08;;;
216;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;Resfriador rápido, USO Leite humano;Fase Certame;83456.54;;;
216;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;Cremômetro, USO Facilitar a leitura do capilar, quando da execução do crematócrito, em Bancos de Leite Humano;Fase Certame;2548.40;;;
216;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;Agitador de tubos, TIPO Vortex;Fase Certame;1948.38;;;
216;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;Pipeta automática aferida de 1ml, USO Manuseio de líquidos em pequenos volumes e com precisão;Fase Certame;3493.33;;;
216;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;Acidímetro de Dornic, USO Determinar o grau de acidez do leite humano;Fase Certame;3041.35;;;
216;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;Câmara asséptica, USO Manuseio de leite humano Ordenhado LHO;Fase Certame;69602.00;;;
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;BARICITINIBE 4 MG;Fracassado;1015610.40;;;
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;BREXPIPRAZO L 1 MG;Fracassado;29952.00;;;
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;EDOXABANA TOSILATO 30 MG;Fracassado;31752.00;;;
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;EDOXABANA TOSILATO 60 MG;Fracassado;42336.00;;;
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;FENTANILA 16 8 MG 100MCGh;Deserto;202444.80;;;
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;METILFENIDATO 10 MG ;Homologado;398703.60;190425.60;00656468000139;SOMA/PR COMERCIO DE PRODUTOS HOSPITALARES LTDA
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;NINTEDANIBE 100 MG ;Homologado;337564.80;273600.00;05912018000183;MERCO SOLUCOES EM SAUDE S/A
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;PALIPERIDONA 6 MG;Homologado;34689.60;34675.20;12420164000580;CM HOSPITALAR S.A
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;PENTOXIFILINA 400 MG;Fracassado;18777.60;;;
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;RIVASTIGMINA 27 MG 13 3mg 24h;Homologado;149904.00;144460.80;05782733000149;CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;RIVASTIGMINA 9 MG 4 6mg 24h;Homologado;19281.60;19281.60;05782733000149;CIAMED - DISTRIBUIDORA DE MEDICAMENTOS LTDA
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12;TRAMADOL 100 MG;Homologado;293349.60;124804.80;44734671002286;CRISTÁLIA PRODUTOS QUIMICOS FARMACÊUTICOS LTDA 
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);13;TRAZODONA 100 MG;Homologado;20664.00;13284.00;12889035000102;INOVAMED HOSPITALAR LTDA.
217;2025;Pregão Eletrônico (Lei Federal 14.133/2021);14;ZUCLOPENTIXOL 25 MG;Fracassado;39852.00;;;
218;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Aquisição de carretas de transporte para embarcaçoes em atendimento ao Plano de trabalho do convênio TED 294/2023. ;Homologado;20830.68;19350.00;46347836000168;EVOLUTION SHOP SOLUCOES COMERCIAIS LTDA
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;Parafusos fenda cruz madeira e Brocas de Aço Rápido ;Homologado;5034.65;5034.15;08036508000151;CARIOCA COMERCIO DE PRODUTOS DE LIMPEZA LTDA.
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;Fita de borda branca, Tapa furo PVC branco e Tapa furo PVC branco.;Homologado;342052.00;186500.00;21457714000101;COMPENSADOS SCHROEDER LTDA 
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;Cantoneira Cadeirinha, Acabamento para contoneira, Corrediça telescopia Dobradiça, Fechadura, Puxador, Sapata, Grampo, Estilete de Alumínio e lâmina.;Homologado;217885.80;119232.80;08036508000151;CARIOCA COMERCIO DE PRODUTOS DE LIMPEZA LTDA.
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;Solvente, Colas e Limpador.;Homologado;25520.50;23820.80;08036508000151;CARIOCA COMERCIO DE PRODUTOS DE LIMPEZA LTDA.
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;Courino grosso na cor preta;Homologado;2600.00;1390.00;47363565000105;L DE NARDIN LTDA
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;Courvin preto 012;Homologado;3667.00;1850.00;47363565000105;L DE NARDIN LTDA
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;Kit Serra mais Riscador  300X3.2X96D 125x3.1X24D ;Fracassado;2233.89;;;
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;Furadeira de Impacto ½ ( 13 mm ) 2 - Velocidades Mecânicas;Homologado;2091.30;1224.90;22011004000108;AGRO COMERCIAL GES LTDA 
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);9;Furadeira Parafusadeira de impacto 1/2;Homologado;3364.89;2070.00;40441781000174;VANESSA PUCHEVITCH 06684201971
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);10;Soprador térmico pistola de calor temperatura ajustável;Homologado;546.12;514.00;40441781000174;VANESSA PUCHEVITCH 06684201971
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);11;Serra de Esquadria de 12 Pol. 1675W com Braço Telescopio;Homologado;4241.28;3811.50;82028002000153;Dismafe Ferramentas Ltda
219;2025;Pregão Eletrônico (Lei Federal 14.133/2021);12;Tupia Eletronica de Colunas com Base Ajustável;Homologado;2811.50;1084.00;33884155000197;FERREIRA B2G LTDA
220;2025;Pregão Eletrônico (Lei Federal 14.133/2021);1;"Acetato de cobre (II) PA 
FÓRMULA QUÍMICA CU(CO2CH3)2, PM 181,63 G/MOL, EMBALAGEM FRASCO COM 500G, UNID. DE MEDIDA UNITÁRIO
";Homologado;891.00;755.40;32578926000155;DINALAB COMERCIO E SERVICOS LTDA
220;2025;Pregão Eletrônico (Lei Federal 14.133/2021);2;"Acetato de Potássio PA 
FÓRMULA QUÍMICA C2H3KO2, EMBALAGEM FRASCO COM 500G, UNID. DE MEDIDA UNITÁRIO";Homologado;463.80;360.00;32578926000155;DINALAB COMERCIO E SERVICOS LTDA
220;2025;Pregão Eletrônico (Lei Federal 14.133/2021);3;"Ácido Esteárico (Estearina)
FÓRMULA MOLECULAR C57H110O6, DENSIDADE 0.862 G/CM3 AT 80 GRAUS CELSIUS. EMBALAGEM FRASCO 500G, UNID. DE MEDIDA UNITÁRIO";Homologado;180.68;153.60;22569484000127;LSC COMERCIAL LTDA
220;2025;Pregão Eletrônico (Lei Federal 14.133/2021);4;"Ácido (orto) fosforico, PA, ACS, ISSO 
FÓRMULA QUÍMICA H3PO4, DENSIDADE 1.685 G/ML A 25 GRAUS CELSIUS (LIT.), PESO MOLECULAR 98G/MOL, TITULADO COM NAOH 84- 86, PUREZA MÍNIMA 85, EMBALAGEM FRASCO COM 1000ML, UNID. DE MEDIDA UNITÁRIO
";Homologado;1707.66;1605.60;22569484000127;LSC COMERCIAL LTDA
220;2025;Pregão Eletrônico (Lei Federal 14.133/2021);5;"Ácido Gálico PA 
CAS 149-91-7, FÓRMULA QUÍMICA (HO)3C6H2CO2H, PM 170,2 G/MOL, EMBALAGEM FRASCO COM 100G, UNID. DE MEDIDA UNITÁRIO
";Homologado;202.53;149.64;32578926000155;DINALAB COMERCIO E SERVICOS LTDA
220;2025;Pregão Eletrônico (Lei Federal 14.133/2021);6;"Ácido Pícrico hidratado (produto controlado pelo Exército)
FÓRMULA QUÍMICA C6H3N3O7, EMBALAGEM FRASCO COM 100G, UNID. DE MEDIDA UNITÁRIO";Homologado;4720.00;4201.60;32578926000155;DINALAB COMERCIO E SERVICOS LTDA
220;2025;Pregão Eletrônico (Lei Federal 14.133/2021);7;"Ácido Pirogálico PA 
ASPECTO FÍSICO PÓ BRANCO, CRISTALINO, FÓRMULA QUÍMICA C6H6O3, PESO MOLECULAR 126,11 G/MOL, GRAU DE PUREZA PUREZA MÍNIMA DE 99, CARACTERÍSTICA ADICIONAL REAGENTE, NÚMERO DE REFERÊNCIA QUÍMICA CAS 87-66-1 EMBALAGEM FRASCO COM 100G, UNID. DE MEDIDA UNITÁRIO";Homologado;301.38;239.80;32578926000155;DINALAB COMERCIO E SERVICOS LTDA
220;2025;Pregão Eletrônico (Lei Federal 14.133/2021);8;"Agar EMB Teague 
MEIO DE CULTURA, TIPO ÁGAR EMB TEAGUE, APRESENTAÇÃO PÓ, EMBALAGEM FRASCO COM 500G, UNID. DE MEDIDA UNITÁRIO";Homologado;948.96;681.56;04880181000149;AWKALAB PRODUTOS PARA LABORATÓRIO LTDA
