numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;proporcao_homologado_estimado;flag_sobrepreco;lead_time_dias;ano_abertura;volume_licitacoes_orgao_ano;orgao_norm;municipio_extraido;populacao;idhm;categoria_objeto;score_anomalia;score_if;score_lof;classificacao;flag_anomalia;driver_principal;z_score_driver;tipo_anomalia;driver_contexto;valor_estimado_fmt;valor_homol_fmt;proporcao_fmt;lead_time_fmt
1994;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;FORNECIMENTO PARCELADO DE SOLUÇÕES E MEDICAMENTOS DIVERSOS -SOLUÇÃO DE CLORETO DE SÓDIO 0,9 POR CENTO, SOLUÇÃO DE RINGER, ÁGUA DESTILADA 500 ML, OCITOCINA 5 U.I E OUTROS-, PARA O HOSPITAL UNIVERSITÁRIO -HU-UEL-, HOSPITAL VETERINÁRIO -HV-UEL- E CLÍNICA ODONTOLÓGICA UNIVERSITÁRIA -COU-UEL-, PELO PERÍODO DE 12 -DOZE- MESES.;UEL-Universidade Estadual de Londrina;Menor Preço;534669250.0;376631885.0;2024-11-29;2025-01-28;TB_LICITACOES-2024.csv;fornecimento parcelado de soluções e medicamentos diversos -solução de cloreto de sódio 0,9 por cento, solução de ringer, água destilada 500 ml, ocitocina 5 u.i e outros-, para o hospital universitário -hu-uel-, hospital veterinário -hv-uel- e clínica odontológica universitária -cou-uel-, pelo período de 12 -doze- meses.;0.7044203215352295;False;60.0;2024;250;uel-universidade estadual de londrina;Londrina;581382.0;0.725;saude;0.41818120748274773;0.6904542355719301;0.009771665348974229;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 534,669,250;R$ 376,631,885;0.70×;60 dias
15;2021;Concorrência Pública;Homologado;Alienação de produtos não madeiráveis  goma resina, a ser extraída em 1.024,32 hectares de florestas de Pinus elliottii, nos talhões dos projetos implantados em imóveis próprios, localizados no Município de Cerro Azul e Doutor Ulysses.;IAT-Instituto Água e Terra (Antigo IAP);Maior Preço;0.0;0.0;2021-04-05;2022-02-07;TB_LICITACOES-2021.csv;alienação de produtos não madeiráveis  goma resina, a ser extraída em 1.024,32 hectares de florestas de pinus elliottii, nos talhões dos projetos implantados em imóveis próprios, localizados no município de cerro azul e doutor ulysses.;;False;308.0;2021;44;iat-instituto agua e terra (antigo iap);;;;mobiliario;0.41816173863746203;0.6685592973130026;0.042565400624151276;Anomalia Crítica;True;valor_estimado_log1p;6.61;Valor Estimado Atípico;valor atípico;—;—;—;308 dias
1143;2023;Pregão Eletrônico;Homologado;LOCAÇÃO DE CONJUNTO DE ANALISADORES IMUNOLOGICOS E BIOQUIMICOS, COM FORNECIMENTO DE INSUMOS PARA O HOSPITAL UNIVERSITÁRIO DE LONDRINA.;UEL-Universidade Estadual de Londrina;Menor Preço;433960316.0;292962256.0;2024-03-22;2024-05-08;TB_LICITACOES-2023.csv;locação de conjunto de analisadores imunologicos e bioquimicos, com fornecimento de insumos para o hospital universitário de londrina.;0.6750899683647571;False;47.0;2024;250;uel-universidade estadual de londrina;Londrina;581382.0;0.725;saude;0.41793744236915537;0.6813185632268036;0.022865761082683005;Anomalia Crítica;True;desvio_per_capita_categoria;8.74;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 433,960,316;R$ 292,962,256;0.68×;47 dias
595;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada para execução dos serviços de engenharia para SUBSTITUIÇÃO DO SISTEMA DE AQUECIMENTO DO BLOCO DA PISCINA, da Universidade Estadual de Ponta Grosa - UEPG, no endereço Avenida Carlos Cavalcanti, 4748 - Uvaranas, no município de Ponta Grossa - Paraná, Coordenadas Geográficas latitude -25,089985º e longitude -50,099149º, conforme planilha orçamentária de referência constante no Anexo XIII.;UEPG-Universidade Estadual de Ponta Grossa;Maior Desconto;44007567.0;1.0;2025-06-11;2025-10-03;TB_LICITACOES-2025.csv;contratação de empresa especializada para execução dos serviços de engenharia para substituição do sistema de aquecimento do bloco da piscina, da universidade estadual de ponta grosa - uepg, no endereço avenida carlos cavalcanti, 4748 - uvaranas, no município de ponta grossa - paraná, coordenadas geográficas latitude -25,089985º e longitude -50,099149º, conforme planilha orçamentária de referência constante no anexo xiii.;2.2723364824962943e-08;False;114.0;2025;14;uepg-universidade estadual de ponta grossa;Ponta Grossa;375632.0;0.705;saude;0.41786314590792284;0.6756702743971995;0.031152453174007916;Anomalia Crítica;True;gasto_per_capita_log1p;4.77;Gasto per Capita Atípico;gasto per capita muito alto;R$ 44,007,567;R$ 1;0.00×;114 dias
616;2023;Pregão Eletrônico;Homologado;Aquisição através de SISTEMA DE REGISTRO DE PREÇOS, de lâmpadas, ferragens e acessórios de quadros elétricos para atendimento às necessidades de manutenção elétrica de todas as áreas da Administração dos Portos de Paranaguá e Antonina por um período de 12 doze meses conforme justificativas, normas e especificações técnicas constantes do Termo de referência, edital e demais anexos.;APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;145693960.0;106346500.0;2023-04-24;2023-06-07;TB_LICITACOES-2023.csv;aquisição através de sistema de registro de preços, de lâmpadas, ferragens e acessórios de quadros elétricos para atendimento às necessidades de manutenção elétrica de todas as áreas da administração dos portos de paranaguá e antonina por um período de 12 doze meses conforme justificativas, normas e especificações técnicas constantes do termo de referência, edital e demais anexos.;0.7299307397506389;False;44.0;2023;66;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;outros;0.41757913852599055;0.6916209992505669;0.0065163474391260485;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 145,693,960;R$ 106,346,500;0.73×;44 dias
1761;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Contratação de empresa especializada em prestação de serviços, Instalação de câmeras de monitoramento e demais itens necessários, com fornecimento de equipamentos e infraestrutura em comodato oneroso, com a finalidade de implementação de sistema de segurança eletrônica e vídeo vigilância por meio de câmeras de monitoramento integradas com software de reconhecimento facial e leitura de placas de veículos.;UEM-Universidade Estadual de Maringá;Menor Preço;913669596.0;882000000.0;2024-12-09;2024-12-17;TB_LICITACOES-2024.csv;contratação de empresa especializada em prestação de serviços, instalação de câmeras de monitoramento e demais itens necessários, com fornecimento de equipamentos e infraestrutura em comodato oneroso, com a finalidade de implementação de sistema de segurança eletrônica e vídeo vigilância por meio de câmeras de monitoramento integradas com software de reconhecimento facial e leitura de placas de veículos.;0.965338021382513;False;8.0;2024;227;uem-universidade estadual de maringa;Maringá;429660.0;0.681;obras;0.41732904674124954;0.6451906061938618;0.07553670756233113;Anomalia Crítica;True;gasto_per_capita_log1p;7.66;Gasto per Capita Atípico;gasto per capita muito alto;R$ 913,669,596;R$ 882,000,000;0.97×;8 dias
344;2021;Pregão Eletrônico;Homologado;"Contratação de empresa para suporte técnico e manutenção da Solução de Totens,
contendo Leitores de Crachás Mifare, comunicação via protocolo TCP/IP e
Reconhecimento Biométrico Digital, de condutores que fazem acesso às áreas do Porto
de Paranaguá, sendo Faixa Portuária para acesso ao Cais Público, Silo Público, Pátio
Público de Automóveis e Píer Público de Inflamáveis, conforme especificações,
justificativas e demais condições constantes do Termo de Referência e Edital.";APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;132740740.0;110000000.0;2021-04-29;2021-05-17;TB_LICITACOES-2021.csv;contratação de empresa para suporte técnico e manutenção da solução de totens, contendo leitores de crachás mifare, comunicação via protocolo tcp/ip e reconhecimento biométrico digital, de condutores que fazem acesso às áreas do porto de paranaguá, sendo faixa portuária para acesso ao cais público, silo público, pátio público de automóveis e píer público de inflamáveis, conforme especificações, justificativas e demais condições constantes do termo de referência e edital.;0.828683040338633;False;18.0;2021;73;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;saude;0.41728594566268284;0.6912152197732201;0.006392034496876895;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 132,740,740;R$ 110,000,000;0.83×;18 dias
147;2022;Concorrência Pública;Homologado;Reforma do ambiente multiuso para aulas práticas do Curso de Educação Física da Universidade Estadual do Oeste do Paraná UNIOESTE/Campus de Marechal Cândido Rondon;UNIOESTE MCROND-Universidade Estadual do Oeste do Paraná - Campus Marechal Cândido Rondon;Menor Preço;27453828.0;25000478.0;2022-11-10;2022-11-10;TB_LICITACOES-2022.csv;reforma do ambiente multiuso para aulas práticas do curso de educação física da universidade estadual do oeste do paraná unioeste/campus de marechal cândido rondon;0.9106372342683869;False;0.0;2022;24;unioeste mcrond-universidade estadual do oeste do parana - campus marechal candido rondon;Marechal Cândido Rondon;58734.0;0.688;obras;0.4168070610525948;0.6858572082291338;0.013231840287786411;Anomalia Crítica;True;gasto_per_capita_log1p;6.15;Gasto per Capita Atípico;gasto per capita muito alto;R$ 27,453,828;R$ 25,000,478;0.91×;—
1479;2024;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;LOCAÇÃO DE CONJUNTO DE EQUIPAMENTOS AUTO ANALISADORES BIOQUÍMICOS, COM FORNECIMENTO PARCELADO DE INSUMOS, PARA ATENDER O HOSPITAL VETERINÁRIO - UEL E O HOSPITAL UNIVERSITÁRIO DE LONDRINA - HU.;UEL-Universidade Estadual de Londrina;Menor Preço;339463499.0;;2024-11-06;2024-11-25;TB_LICITACOES-2024.csv;locação de conjunto de equipamentos auto analisadores bioquímicos, com fornecimento parcelado de insumos, para atender o hospital veterinário - uel e o hospital universitário de londrina - hu.;;False;19.0;2024;250;uel-universidade estadual de londrina;Londrina;581382.0;0.725;saude;0.4162146716324978;0.6790309339499825;0.021990278156270884;Anomalia Crítica;True;desvio_per_capita_categoria;6.75;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 339,463,499;—;—;19 dias
537;2022;Pregão Eletrônico;Fase Certame;Contratação de empresa especializada em transporte coletivo de passageiros - Ônibus e Van - e Caminhão baú para uso em  realização de apresentações de eventos artísticos diversos dos corpos artísticos pertencentes a este CCTG, conforme condições, quantidade e exigências estabelecidas no ANEXO I.;CCTG-Centro Cultural Teatro Guaira;Menor Preço;;;2022-05-05;;TB_LICITACOES-2022.csv;contratação de empresa especializada em transporte coletivo de passageiros - ônibus e van - e caminhão baú para uso em realização de apresentações de eventos artísticos diversos dos corpos artísticos pertencentes a este cctg, conforme condições, quantidade e exigências estabelecidas no anexo i.;;False;;2022;15;cctg-centro cultural teatro guaira;Guaíra;33058.0;0.641;veiculos;0.41608179008362944;0.6766650520170044;0.025206897183566983;Anomalia Crítica;True;valor_estimado_log1p;6.61;Valor Estimado Atípico;valor atípico;—;—;—;—
1181;2023;Pregão Eletrônico;Homologado;"Aquisição através de SISTEMA DE REGISTRO DE PREÇOS, de materiais elétricos para
atendimento às necessidades de manutenção do Corredor de Exportação Leste COREX
e Silos Públicos da Administração dos Portos de Paranaguá e Antonina, a serem
entregues ao longo de 12 doze meses, conforme justificativas, especificações técnicas
e demais condições estabelecidas neste Termo de Referência e demais elementos do
Edital.
";APPA-Administração dos Portos de Paranaguá e Antonina;Menor Preço;132344207.0;103699900.0;2023-10-11;2023-12-21;TB_LICITACOES-2023.csv;aquisição através de sistema de registro de preços, de materiais elétricos para atendimento às necessidades de manutenção do corredor de exportação leste corex e silos públicos da administração dos portos de paranaguá e antonina, a serem entregues ao longo de 12 doze meses, conforme justificativas, especificações técnicas e demais condições estabelecidas neste termo de referência e demais elementos do edital.;0.7835620640350356;False;71.0;2023;66;appa-administracao dos portos de paranagua e antonina;Paranaguá;150104.0;0.746;outros;0.41607128622972384;0.6898909518169378;0.005341787848902882;Anomalia Crítica;True;desvio_per_capita_categoria;10.0;Gasto Desproporcional ao Porte;desproporcional vs pares;R$ 132,344,207;R$ 103,699,900;0.78×;71 dias
153;2021;Concorrência Pública;Fase Certame;Contratação de cinco agências de propaganda para a prestação de serviços de publicidade, para atender a Administração Direta e Indireta do Poder Executivo Estadual, incluídas as Autarquias, Fundações, Empresas Públicas, Sociedades de Economia Mista e demais entidades vinculadas.;SEEC-Secretaria de Estado da Cultura (Antigo SECC);Técnica e Preço;9500000000.0;;2022-03-30;;TB_LICITACOES-2021.csv;contratação de cinco agências de propaganda para a prestação de serviços de publicidade, para atender a administração direta e indireta do poder executivo estadual, incluídas as autarquias, fundações, empresas públicas, sociedades de economia mista e demais entidades vinculadas.;;False;;2022;4;seec-secretaria de estado da cultura (antigo secc);;;;comunicacao;0.41577486729769764;0.6725392280588356;0.030628326155990697;Anomalia Crítica;True;volume_orgao_ano_log1p;2.22;Volume Anual Atípico;volume de licitações atípico;R$ 9,500,000,000;—;—;—
23;2025;Chamamento Público;Fase Certame;"Credenciamento de Permissionários para exercer a permissão administrativa de uso do espaço público, a título gratuito, de área física do Edifício Oswaldo Pacheco de Lacerda, sede do Departamento de Estradas de Rodagem do Paraná - antigo mini auditório, para a instalação, operação e exploração comercial de alimentos e bebidas por meio de Máquinas Automáticas de Conveniência e Alimentação, a fim de oferecer produtos como conveniências, petiscos, lanches, bebidas e outros alimentos de fácil consumo, na modalidade venda direta ao consumidor, com tecnologia de autoatendimento, para atendimento dos servidores, funcionários, estagiários, terceirizados e visitantes do DER/PR.
";DER-Departamento de Estradas de Rodagem do Estado do Paraná;-;0.0;;2025-09-17;;TB_LICITACOES-2025.csv;credenciamento de permissionários para exercer a permissão administrativa de uso do espaço público, a título gratuito, de área física do edifício oswaldo pacheco de lacerda, sede do departamento de estradas de rodagem do paraná - antigo mini auditório, para a instalação, operação e exploração comercial de alimentos e bebidas por meio de máquinas automáticas de conveniência e alimentação, a fim de oferecer produtos como conveniências, petiscos, lanches, bebidas e outros alimentos de fácil consumo, na modalidade venda direta ao consumidor, com tecnologia de autoatendimento, para atendimento dos servidores, funcionários, estagiários, terceirizados e visitantes do der/pr.;;False;;2025;88;der-departamento de estradas de rodagem do estado do parana;;;;alimentacao;0.41563504536325113;0.6709486554483516;0.032664630235600504;Anomalia Crítica;True;valor_estimado_log1p;6.61;Valor Estimado Atípico;valor atípico;—;—;—;—
