numprocesso;ano;modalidade;situacao;objeto;orgao;criteriojulgamento;valor_estimado;valor_ou_desconto_homologado;dataabertura;datahomologacao;arquivo;objeto_normalizado;diferenca_valor;variacao_percentual;proporcao_homologado_estimado;flag_homologado_acima_estimado;flag_houve_desconto;lead_time_dias;criterio_menor_preco;flag_situacao_certame;flag_informatica
1039;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Aquisição de materiais e equipamentos de informática e audiovisual para os Programas de Pós Graduação, PPEd e PPCJ, da UENP.;UENP-Universidade Estadual do Norte do Paraná;Menor Preço;6367777.0;;2025-08-08;;TB_LICITACOES-2025.csv;aquisição de materiais e equipamentos de informática e audiovisual para os programas de pós graduação, pped e ppcj, da uenp.;0.0;0.0;0.0;False;True;0.0;True;True;True
1073;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Formação de registro de preços para a aquisição de bebedouros elétricos de coluna e de mesa para a Assembleia Legislativa do Paraná, visando o atendimento aos deputados, servidores, terceirizados,  membros do Poder Legislativo e visitantes.;ALEP-Assembleia Legislativa do Estado do Paraná;Menor Preço;7975380.0;4694280.0;2025-08-08;2025-08-25;TB_LICITACOES-2025.csv;formação de registro de preços para a aquisição de bebedouros elétricos de coluna e de mesa para a assembleia legislativa do paraná, visando o atendimento aos deputados, servidores, terceirizados, membros do poder legislativo e visitantes.;3281100.0;41.14035945622654;0.5885964054377346;False;True;17.0;True;False;True
1088;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Suspenso;Aquisição de equipamentos de informática e multimídia;UEM-Universidade Estadual de Maringá;Menor Preço;264727774.0;;2025-08-25;;TB_LICITACOES-2025.csv;aquisição de equipamentos de informática e multimídia;0.0;0.0;0.0;False;True;0.0;True;False;True
1100;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;"Contratação de empresa especializada para o fornecimento de solução integrada de painel com
tecnologia LED e matriz de vídeo para o plenário da Assembleia Legislativa, incluindo o fornecimento de equipamentos, instalação, configuração, manutenção, suporte técnico, garantia dos componentes e serviços necessários para o pleno funcionamento do sistema.";ALEP-Assembleia Legislativa do Estado do Paraná;Menor Preço;138927449.0;;2025-08-15;;TB_LICITACOES-2025.csv;contratação de empresa especializada para o fornecimento de solução integrada de painel com tecnologia led e matriz de vídeo para o plenário da assembleia legislativa, incluindo o fornecimento de equipamentos, instalação, configuração, manutenção, suporte técnico, garantia dos componentes e serviços necessários para o pleno funcionamento do sistema.;0.0;0.0;0.0;False;True;0.0;True;True;True
1103;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado Parcialmente;Aquisição de notebooks, impressoras de etiquetas e etiquetas térmicas - suprimentos para atender as necessidades da Casa Militar do Paraná, conforme as condições e especificações contidas no Edital e seus Anexos.;CASA MILITAR-Casa Militar do Estado do Paraná;Menor Preço;15396602.0;;2025-08-15;;TB_LICITACOES-2025.csv;aquisição de notebooks, impressoras de etiquetas e etiquetas térmicas - suprimentos para atender as necessidades da casa militar do paraná, conforme as condições e especificações contidas no edital e seus anexos.;0.0;0.0;0.0;False;True;0.0;True;False;True
1125;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Cancelado;"Licitação na modalidade pregão eletrônico, para a contratação de empresa especializada em
sistematização de propostas da 8ª Conferência Estadual da Pessoa Idosa do Paraná COEDIP,
nos dias 30 de setembro, 01 e 02 de outubro de 2025, no CENACON  Centro de Eventos e
Convenções do Hotel Golden Park Internacional Foz  Convenções by Nacional Inn, localizado na
Rua Almirante Barroso, n 2006, Centro, Foz do Iguaçu Paraná, CEP 85851-010. A empresa
contratada será responsável por receber, catalogar e analisar as propostas oriundas das etapas
municipais/regionais e estadual da 8 COEDIPI, eliminar duplicidades e organizar as propostas
por eixo temático e nível de competência municipal, estadual, federal, realizar a síntese das
propostas de maneira técnica e objetiva, respeitando a linguagem cidadã, apresentar relatório final
contendo as propostas sistematizadas por eixo temático e por esfera de atuação, separar
propostas rejeitadas ou duplicadas, com a devida justificativa, elaborar material de apoio para
publicação e divulgação dos resultados ex e-book, PDF interativo, infográficos e participar de
reuniões técnicas com a comissão organizadora, quando solicitado.";SEMIPI-Secretaria de Estado da Mulher, Igualdade Racial e Pessoa Idosa;Menor Preço;7075884.0;;2025-08-19;;TB_LICITACOES-2025.csv;licitação na modalidade pregão eletrônico, para a contratação de empresa especializada em sistematização de propostas da 8ª conferência estadual da pessoa idosa do paraná coedip, nos dias 30 de setembro, 01 e 02 de outubro de 2025, no cenacon centro de eventos e convenções do hotel golden park internacional foz convenções by nacional inn, localizado na rua almirante barroso, n 2006, centro, foz do iguaçu paraná, cep 85851-010. a empresa contratada será responsável por receber, catalogar e analisar as propostas oriundas das etapas municipais/regionais e estadual da 8 coedipi, eliminar duplicidades e organizar as propostas por eixo temático e nível de competência municipal, estadual, federal, realizar a síntese das propostas de maneira técnica e objetiva, respeitando a linguagem cidadã, apresentar relatório final contendo as propostas sistematizadas por eixo temático e por esfera de atuação, separar propostas rejeitadas ou duplicadas, com a devida justificativa, elaborar material de apoio para publicação e divulgação dos resultados ex e-book, pdf interativo, infográficos e participar de reuniões técnicas com a comissão organizadora, quando solicitado.;0.0;0.0;0.0;False;True;0.0;True;False;True
1126;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Homologado;Licitação na modalidade pregão eletrônico, para a contratação de empresa especializada em sistematização de propostas da 8 Conferência Estadual da Pessoa Idosa do Paraná COEDIPI  nos dias 30 de setembro a 01 e 02 de outubro de 2025, no CENACON CENTRO DE EVENTOS E CONVENÇÕES do HOTEL GOLDEN PARK INTERNACIONAL FOZ  CONVENÇÕES BY NACIONAL INN , localizado na Rua Almirante Barroso,  n 2006,  centro, Foz do Iguaçu  Paraná, CEP 85851010, para receber, catalogar e analisar as 19.950 dezenove mil, novecentos e cinquenta propostas oriundas das etapas municipais/regionais e estadual da 8 COEDIPI, eliminar duplicidades e organizar as propostas por eixo temático e nível de competência municipal, estadual, federal, realizar a síntese das propostas de maneira técnica e objetiva, respeitando a linguagem cidadã, apresentar relatório final contendo as propostas sistematizadas por eixo temático e por esfera de atuação. Separar propostas rejeitadas ou duplicadas, com justificativa, elaborar material de apoio para publicação e divulgação dos resultados ex ebook, PDF interativo, infográficos, participar de reuniões técnicas com a comissão organizadora, quando solicitado;SEMIPI-Secretaria de Estado da Mulher, Igualdade Racial e Pessoa Idosa;Menor Preço;7075884.0;4000000.0;2025-08-19;2025-08-21;TB_LICITACOES-2025.csv;licitação na modalidade pregão eletrônico, para a contratação de empresa especializada em sistematização de propostas da 8 conferência estadual da pessoa idosa do paraná coedipi nos dias 30 de setembro a 01 e 02 de outubro de 2025, no cenacon centro de eventos e convenções do hotel golden park internacional foz convenções by nacional inn , localizado na rua almirante barroso, n 2006, centro, foz do iguaçu paraná, cep 85851010, para receber, catalogar e analisar as 19.950 dezenove mil, novecentos e cinquenta propostas oriundas das etapas municipais/regionais e estadual da 8 coedipi, eliminar duplicidades e organizar as propostas por eixo temático e nível de competência municipal, estadual, federal, realizar a síntese das propostas de maneira técnica e objetiva, respeitando a linguagem cidadã, apresentar relatório final contendo as propostas sistematizadas por eixo temático e por esfera de atuação. separar propostas rejeitadas ou duplicadas, com justificativa, elaborar material de apoio para publicação e divulgação dos resultados ex ebook, pdf interativo, infográficos, participar de reuniões técnicas com a comissão organizadora, quando solicitado;3075884.0;43.469960785111795;0.5653003921488821;False;True;2.0;True;False;True
1184;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Deserto;Contratação de empresa especializada para prestação de serviços de engenharia de reparos no sistema de aquecimento da piscina de treinamento da 1ª Companhia Independente de Bombeiro Militar -CIBM de Ivaiporã, localizada à Rodovia Celso Fumio Makita , nº 135, no município de Ivaiporã, Paraná.;SECID-Secretaria de Estado das Cidades (Antigo SEDU);Maior Desconto;5886053.0;;2025-09-24;;TB_LICITACOES-2025.csv;contratação de empresa especializada para prestação de serviços de engenharia de reparos no sistema de aquecimento da piscina de treinamento da 1ª companhia independente de bombeiro militar -cibm de ivaiporã, localizada à rodovia celso fumio makita , nº 135, no município de ivaiporã, paraná.;0.0;0.0;0.0;False;True;0.0;False;False;True
1194;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Deserto;"Prestação de serviço de assistência à saúde aos servidores públicos civis efetivos e militares, ativos,
aposentados, seus dependentes, bem como os pensionistas do Estado do Paraná, e os devidamente
inscritos como beneficiários nos Termos de Cooperação Técnico Financeira celebrados entre a Secretaria de Estado da Administração e da Previdência SEAP e outros órgãos públicos dos demais poderes, residentes nos municípios da Macrorregião de GUARAPUAVA.";DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Menor Preço;1165443552.0;;2025-10-03;;TB_LICITACOES-2025.csv;prestação de serviço de assistência à saúde aos servidores públicos civis efetivos e militares, ativos, aposentados, seus dependentes, bem como os pensionistas do estado do paraná, e os devidamente inscritos como beneficiários nos termos de cooperação técnico financeira celebrados entre a secretaria de estado da administração e da previdência seap e outros órgãos públicos dos demais poderes, residentes nos municípios da macrorregião de guarapuava.;0.0;0.0;0.0;False;True;0.0;True;False;True
1213;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;Registro de Preços, pelo período de 1 ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual Aquisição de material permanente e de consumo de recursos de informática da UNIOESTE, para atender as unidades administrativas da UNIOESTE;UNIOESTE REITOR-Universidade Estadual do Oeste do Paraná - Reitoria;Menor Preço;189747830.0;;2025-09-25;;TB_LICITACOES-2025.csv;registro de preços, pelo período de 1 ano, podendo ser prorrogado por igual período, desde que comprovado o preço vantajoso, para futura e eventual aquisição de material permanente e de consumo de recursos de informática da unioeste, para atender as unidades administrativas da unioeste;0.0;0.0;0.0;False;True;0.0;True;True;True
1225;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Fase Certame;"Prestação de serviço de assistência à saúde aos servidores públicos civis efetivos e militares, ativos,
aposentados, seus dependentes, bem como os pensionistas do Estado do Paraná, e os devidamente
inscritos como beneficiários nos Termos de Cooperação Técnico-Financeira celebrados entre a Secretaria de Estado da Administração e da Previdência SEAP e outros órgãos públicos dos demais poderes, residentes nos municípios da Macrorregião de CORNÉLIO PROCÓPIO.";DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Menor Preço;1469124804.0;;2025-10-16;;TB_LICITACOES-2025.csv;prestação de serviço de assistência à saúde aos servidores públicos civis efetivos e militares, ativos, aposentados, seus dependentes, bem como os pensionistas do estado do paraná, e os devidamente inscritos como beneficiários nos termos de cooperação técnico-financeira celebrados entre a secretaria de estado da administração e da previdência seap e outros órgãos públicos dos demais poderes, residentes nos municípios da macrorregião de cornélio procópio.;0.0;0.0;0.0;False;True;0.0;True;True;True
1227;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Publicado;"Prestação de serviço de assistência à saúde aos servidores públicos civis efetivos e militares, ativos,
aposentados, seus dependentes, bem como os pensionistas do Estado do Paraná, e os devidamente
inscritos como beneficiários nos Termos de Cooperação Técnico-Financeira celebrados entre a Secretaria de Estado da Administração e da Previdência  SEAP e outros órgãos públicos dos demais poderes, residentes nos municípios da Macrorregião de LONDRINA";DECON-Departamento de Logística para Contratações Públicas (Antigo DEAM);Menor Preço;4181138640.0;;2025-10-22;;TB_LICITACOES-2025.csv;prestação de serviço de assistência à saúde aos servidores públicos civis efetivos e militares, ativos, aposentados, seus dependentes, bem como os pensionistas do estado do paraná, e os devidamente inscritos como beneficiários nos termos de cooperação técnico-financeira celebrados entre a secretaria de estado da administração e da previdência seap e outros órgãos públicos dos demais poderes, residentes nos municípios da macrorregião de londrina;0.0;0.0;0.0;False;True;0.0;True;False;True
